commit,acquired_at_utc,acquired_at_local,commit_time,subject,previous_commit,previous_acquired_at_local,source,level,name,mode,previous_reported,reported,total,key,event,changes,candidate
0762de6a964c049fea546a203c823180783fd4e5,2026-09-06T19:27:05.847774+00:00,2026-09-06T21:27:05.847774+02:00,2026-09-06T19:27:07Z,2026-lsa poll 2026-09-06T19:27:05.847774+00:00,16fa7518fdf8e4a7c49b195779c5b8aa95fed034,2026-09-06T21:25:27.926279+02:00,official_csv,KREIS,Wittenberg,B,19,20,27,lsa:KREIS:15091:B,numeric_decrease,"{""invalid_votes_zweit"":{""after"":93,""before"":102,""delta"":-9},""party:D1"":{""after"":6019,""before"":5707,""delta"":312},""party:D2"":{""after"":4197,""before"":3909,""delta"":288},""party:D3"":{""after"":1901,""before"":1786,""delta"":115},""party:D4"":{""after"":1356,""before"":1249,""delta"":107},""party:D5"":{""after"":356,""before"":337,""delta"":19},""party:D6"":{""after"":668,""before"":646,""delta"":22},""party:D7"":{""after"":1022,""before"":972,""delta"":50},""party:F1"":{""after"":4552,""before"":4293,""delta"":259},""party:F10"":{""after"":91,""before"":87,""delta"":4},""party:F11"":{""after"":35,""before"":33,""delta"":2},""party:F12"":{""after"":92,""before"":85,""delta"":7},""party:F15"":{""after"":798,""before"":741,""delta"":57},""party:F19"":{""after"":32,""before"":30,""delta"":2},""party:F2"":{""after"":4075,""before"":3791,""delta"":284},""party:F20"":{""after"":53,""before"":50,""delta"":3},""party:F3"":{""after"":1598,""before"":1502,""delta"":96},""party:F4"":{""after"":1679,""before"":1584,""delta"":95},""party:F5"":{""after"":409,""before"":390,""delta"":19},""party:F6"":{""after"":1490,""before"":1426,""delta"":64},""party:F7"":{""after"":498,""before"":480,""delta"":18},""party:F8"":{""after"":21,""before"":19,""delta"":2},""party:F9"":{""after"":171,""before"":161,""delta"":10},""reported_precincts"":{""after"":20,""before"":19,""delta"":1},""valid_votes_erst"":{""after"":15519,""before"":14606,""delta"":913},""valid_votes_zweit"":{""after"":15594,""before"":14672,""delta"":922},""voters_total"":{""after"":15687,""before"":14774,""delta"":913}}",True
0762de6a964c049fea546a203c823180783fd4e5,2026-09-06T19:27:05.847774+00:00,2026-09-06T21:27:05.847774+02:00,2026-09-06T19:27:07Z,2026-lsa poll 2026-09-06T19:27:05.847774+00:00,16fa7518fdf8e4a7c49b195779c5b8aa95fed034,2026-09-06T21:25:27.926279+02:00,official_csv,WAHLKREIS,Wittenberg,B,12,12,14,lsa:WAHLKREIS:024:B,numeric_decrease|revision_at_fixed_reporting_count,"{""invalid_votes_erst"":{""after"":85,""before"":101,""delta"":-16},""invalid_votes_zweit"":{""after"":52,""before"":68,""delta"":-16},""voters_total"":{""after"":8816,""before"":8832,""delta"":-16}}",True
0762de6a964c049fea546a203c823180783fd4e5,2026-09-06T19:27:05.847774+00:00,2026-09-06T21:27:05.847774+02:00,2026-09-06T19:27:07Z,2026-lsa poll 2026-09-06T19:27:05.847774+00:00,16fa7518fdf8e4a7c49b195779c5b8aa95fed034,2026-09-06T21:25:27.926279+02:00,official_csv,WAHLKREIS,Wittenberg,TOTAL,58,60,63,lsa:WAHLKREIS:024:TOTAL,numeric_decrease,"{""eligible_voters"":{""after"":41939,""before"":39909,""delta"":2030},""invalid_votes_erst"":{""after"":353,""before"":358,""delta"":-5},""invalid_votes_zweit"":{""after"":284,""before"":290,""delta"":-6},""party:D1"":{""after"":9155,""before"":8911,""delta"":244},""party:D2"":{""after"":13559,""before"":13185,""delta"":374},""party:D3"":{""after"":3109,""before"":3002,""delta"":107},""party:D4"":{""after"":2092,""before"":2039,""delta"":53},""party:D5"":{""after"":626,""before"":606,""delta"":20},""party:D6"":{""after"":976,""before"":941,""delta"":35},""party:D7"":{""after"":1701,""before"":1667,""delta"":34},""party:F1"":{""after"":6695,""before"":6544,""delta"":151},""party:F10"":{""after"":144,""before"":141,""delta"":3},""party:F11"":{""after"":86,""before"":84,""delta"":2},""party:F12"":{""after"":173,""before"":171,""delta"":2},""party:F15"":{""after"":1350,""before"":1307,""delta"":43},""party:F19"":{""after"":59,""before"":56,""delta"":3},""party:F2"":{""after"":13196,""before"":12841,""delta"":355},""party:F20"":{""after"":81,""before"":80,""delta"":1},""party:F3"":{""after"":2590,""before"":2507,""delta"":83},""party:F4"":{""after"":2525,""before"":2458,""delta"":67},""party:F5"":{""after"":673,""before"":652,""delta"":21},""party:F6"":{""after"":2497,""before"":2389,""delta"":108},""party:F7"":{""after"":822,""before"":807,""delta"":15},""party:F9"":{""after"":344,""before"":330,""delta"":14},""reported_precincts"":{""after"":60,""before"":58,""delta"":2},""valid_votes_erst"":{""after"":31218,""before"":30351,""delta"":867},""valid_votes_zweit"":{""after"":31287,""before"":30419,""delta"":868},""voters_total"":{""after"":31571,""before"":30709,""delta"":862}}",True
ba1fc517c286fae14ef9d1ae8b573aab69dc9d84,2026-09-06T20:11:13.043213+00:00,2026-09-06T22:11:13.043213+02:00,2026-09-06T20:11:14Z,2026-lsa poll 2026-09-06T20:11:13.043213+00:00,e91d1f5dd74691f625b5fb7cfd67fa79e34311d1,2026-09-06T22:06:23.019099+02:00,official_csv,GEMEINDE,Meineweh,TOTAL,2,3,3,lsa:GEMEINDE:15084013:TOTAL,numeric_decrease,"{""invalid_votes_zweit"":{""after"":6,""before"":8,""delta"":-2},""party:D1"":{""after"":164,""before"":98,""delta"":66},""party:D2"":{""after"":346,""before"":302,""delta"":44},""party:D21"":{""after"":4,""before"":1,""delta"":3},""party:D3"":{""after"":51,""before"":29,""delta"":22},""party:D4"":{""after"":21,""before"":17,""delta"":4},""party:D5"":{""after"":12,""before"":9,""delta"":3},""party:D6"":{""after"":9,""before"":7,""delta"":2},""party:D9"":{""after"":25,""before"":15,""delta"":10},""party:F1"":{""after"":102,""before"":54,""delta"":48},""party:F10"":{""after"":2,""before"":0,""delta"":2},""party:F12"":{""after"":5,""before"":1,""delta"":4},""party:F15"":{""after"":37,""before"":25,""delta"":12},""party:F2"":{""after"":346,""before"":303,""delta"":43},""party:F20"":{""after"":5,""before"":2,""delta"":3},""party:F3"":{""after"":49,""before"":30,""delta"":19},""party:F4"":{""after"":31,""before"":21,""delta"":10},""party:F5"":{""after"":14,""before"":10,""delta"":4},""party:F6"":{""after"":21,""before"":20,""delta"":1},""party:F7"":{""after"":9,""before"":4,""delta"":5},""party:F9"":{""after"":13,""before"":8,""delta"":5},""reported_precincts"":{""after"":3,""before"":2,""delta"":1},""valid_votes_erst"":{""after"":632,""before"":478,""delta"":154},""valid_votes_zweit"":{""after"":635,""before"":479,""delta"":156},""voters_total"":{""after"":641,""before"":487,""delta"":154}}",True
ba1fc517c286fae14ef9d1ae8b573aab69dc9d84,2026-09-06T20:11:13.043213+00:00,2026-09-06T22:11:13.043213+02:00,2026-09-06T20:11:14Z,2026-lsa poll 2026-09-06T20:11:13.043213+00:00,e91d1f5dd74691f625b5fb7cfd67fa79e34311d1,2026-09-06T22:06:23.019099+02:00,official_csv,GEMEINDE,Meineweh,U,2,2,2,lsa:GEMEINDE:15084013:U,numeric_decrease|revision_at_fixed_reporting_count|revision_after_complete,"{""invalid_votes_zweit"":{""after"":6,""before"":8,""delta"":-2},""party:F12"":{""after"":3,""before"":1,""delta"":2},""valid_votes_zweit"":{""after"":481,""before"":479,""delta"":2}}",True
ba1fc517c286fae14ef9d1ae8b573aab69dc9d84,2026-09-06T20:11:13.043213+00:00,2026-09-06T22:11:13.043213+02:00,2026-09-06T20:11:14Z,2026-lsa poll 2026-09-06T20:11:13.043213+00:00,e91d1f5dd74691f625b5fb7cfd67fa79e34311d1,2026-09-06T22:06:23.019099+02:00,official_csv,GEMEINDE,"Allstedt, Stadt",B,1,1,1,lsa:GEMEINDE:15087015:B,revision_at_fixed_reporting_count|revision_after_complete,"{""party:D2"":{""after"":361,""before"":360,""delta"":1},""party:F2"":{""after"":340,""before"":339,""delta"":1},""valid_votes_erst"":{""after"":1112,""before"":1111,""delta"":1},""valid_votes_zweit"":{""after"":1116,""before"":1115,""delta"":1},""voters_total"":{""after"":1123,""before"":1122,""delta"":1}}",True
ba1fc517c286fae14ef9d1ae8b573aab69dc9d84,2026-09-06T20:11:13.043213+00:00,2026-09-06T22:11:13.043213+02:00,2026-09-06T20:11:14Z,2026-lsa poll 2026-09-06T20:11:13.043213+00:00,e91d1f5dd74691f625b5fb7cfd67fa79e34311d1,2026-09-06T22:06:23.019099+02:00,official_csv,GEMEINDE,"Allstedt, Stadt",TOTAL,15,15,15,lsa:GEMEINDE:15087015:TOTAL,revision_at_fixed_reporting_count|revision_after_complete,"{""party:D2"":{""after"":2602,""before"":2601,""delta"":1},""party:F2"":{""after"":2479,""before"":2478,""delta"":1},""valid_votes_erst"":{""after"":4842,""before"":4841,""delta"":1},""valid_votes_zweit"":{""after"":4858,""before"":4857,""delta"":1},""voters_total"":{""after"":4911,""before"":4910,""delta"":1}}",True
ba1fc517c286fae14ef9d1ae8b573aab69dc9d84,2026-09-06T20:11:13.043213+00:00,2026-09-06T22:11:13.043213+02:00,2026-09-06T20:11:14Z,2026-lsa poll 2026-09-06T20:11:13.043213+00:00,e91d1f5dd74691f625b5fb7cfd67fa79e34311d1,2026-09-06T22:06:23.019099+02:00,official_csv,GEMEINDE,"Bad Dürrenberg, Stadt",B,1,1,1,lsa:GEMEINDE:15088020:B,numeric_decrease|revision_at_fixed_reporting_count|revision_after_complete,"{""invalid_votes_erst"":{""after"":14,""before"":56,""delta"":-42},""invalid_votes_zweit"":{""after"":8,""before"":50,""delta"":-42},""voters_total"":{""after"":1595,""before"":1637,""delta"":-42}}",True
ba1fc517c286fae14ef9d1ae8b573aab69dc9d84,2026-09-06T20:11:13.043213+00:00,2026-09-06T22:11:13.043213+02:00,2026-09-06T20:11:14Z,2026-lsa poll 2026-09-06T20:11:13.043213+00:00,e91d1f5dd74691f625b5fb7cfd67fa79e34311d1,2026-09-06T22:06:23.019099+02:00,official_csv,GEMEINDE,"Bad Dürrenberg, Stadt",TOTAL,10,10,10,lsa:GEMEINDE:15088020:TOTAL,numeric_decrease|revision_at_fixed_reporting_count|revision_after_complete,"{""invalid_votes_erst"":{""after"":54,""before"":96,""delta"":-42},""invalid_votes_zweit"":{""after"":46,""before"":88,""delta"":-42},""voters_total"":{""after"":6534,""before"":6576,""delta"":-42}}",True
ba1fc517c286fae14ef9d1ae8b573aab69dc9d84,2026-09-06T20:11:13.043213+00:00,2026-09-06T22:11:13.043213+02:00,2026-09-06T20:11:14Z,2026-lsa poll 2026-09-06T20:11:13.043213+00:00,e91d1f5dd74691f625b5fb7cfd67fa79e34311d1,2026-09-06T22:06:23.019099+02:00,official_csv,GEMEINDE,"Aschersleben, Stadt",TOTAL,23,23,26,lsa:GEMEINDE:15089015:TOTAL,revision_at_fixed_reporting_count,"{""invalid_votes_erst"":{""after"":142,""before"":141,""delta"":1},""invalid_votes_zweit"":{""after"":145,""before"":144,""delta"":1},""voters_total"":{""after"":11284,""before"":11283,""delta"":1}}",True
ba1fc517c286fae14ef9d1ae8b573aab69dc9d84,2026-09-06T20:11:13.043213+00:00,2026-09-06T22:11:13.043213+02:00,2026-09-06T20:11:14Z,2026-lsa poll 2026-09-06T20:11:13.043213+00:00,e91d1f5dd74691f625b5fb7cfd67fa79e34311d1,2026-09-06T22:06:23.019099+02:00,official_csv,GEMEINDE,"Aschersleben, Stadt",U,23,23,23,lsa:GEMEINDE:15089015:U,revision_at_fixed_reporting_count|revision_after_complete,"{""invalid_votes_erst"":{""after"":142,""before"":141,""delta"":1},""invalid_votes_zweit"":{""after"":145,""before"":144,""delta"":1},""voters_total"":{""after"":11284,""before"":11283,""delta"":1}}",True
ba1fc517c286fae14ef9d1ae8b573aab69dc9d84,2026-09-06T20:11:13.043213+00:00,2026-09-06T22:11:13.043213+02:00,2026-09-06T20:11:14Z,2026-lsa poll 2026-09-06T20:11:13.043213+00:00,e91d1f5dd74691f625b5fb7cfd67fa79e34311d1,2026-09-06T22:06:23.019099+02:00,official_csv,GEMEINDE,"Annaburg, Stadt",TOTAL,14,14,14,lsa:GEMEINDE:15091010:TOTAL,numeric_decrease|revision_at_fixed_reporting_count|revision_after_complete,"{""party:D4"":{""after"":168,""before"":151,""delta"":17},""party:D5"":{""after"":68,""before"":85,""delta"":-17}}",True
ba1fc517c286fae14ef9d1ae8b573aab69dc9d84,2026-09-06T20:11:13.043213+00:00,2026-09-06T22:11:13.043213+02:00,2026-09-06T20:11:14Z,2026-lsa poll 2026-09-06T20:11:13.043213+00:00,e91d1f5dd74691f625b5fb7cfd67fa79e34311d1,2026-09-06T22:06:23.019099+02:00,official_csv,GEMEINDE,"Annaburg, Stadt",U,12,12,12,lsa:GEMEINDE:15091010:U,numeric_decrease|revision_at_fixed_reporting_count|revision_after_complete,"{""party:D4"":{""after"":91,""before"":74,""delta"":17},""party:D5"":{""after"":50,""before"":67,""delta"":-17}}",True
ba1fc517c286fae14ef9d1ae8b573aab69dc9d84,2026-09-06T20:11:13.043213+00:00,2026-09-06T22:11:13.043213+02:00,2026-09-06T20:11:14Z,2026-lsa poll 2026-09-06T20:11:13.043213+00:00,e91d1f5dd74691f625b5fb7cfd67fa79e34311d1,2026-09-06T22:06:23.019099+02:00,official_csv,KREIS,Saalekreis,B,20,28,38,lsa:KREIS:15088:B,numeric_decrease,"{""invalid_votes_erst"":{""after"":182,""before"":159,""delta"":23},""invalid_votes_zweit"":{""after"":75,""before"":92,""delta"":-17},""party:D1"":{""after"":8223,""before"":4998,""delta"":3225},""party:D15"":{""after"":491,""before"":355,""delta"":136},""party:D19"":{""after"":167,""before"":108,""delta"":59},""party:D2"":{""after"":6426,""before"":4159,""delta"":2267},""party:D3"":{""after"":2590,""before"":1626,""delta"":964},""party:D4"":{""after"":1893,""before"":1189,""delta"":704},""party:D5"":{""after"":1173,""before"":694,""delta"":479},""party:D6"":{""after"":738,""before"":482,""delta"":256},""party:F1"":{""after"":6297,""before"":3929,""delta"":2368},""party:F10"":{""after"":93,""before"":57,""delta"":36},""party:F11"":{""after"":71,""before"":59,""delta"":12},""party:F12"":{""after"":112,""before"":77,""delta"":35},""party:F15"":{""after"":1208,""before"":757,""delta"":451},""party:F19"":{""after"":81,""before"":50,""delta"":31},""party:F2"":{""after"":6335,""before"":4107,""delta"":2228},""party:F20"":{""after"":60,""before"":42,""delta"":18},""party:F3"":{""after"":1961,""before"":1231,""delta"":730},""party:F4"":{""after"":2405,""before"":1464,""delta"":941},""party:F5"":{""after"":758,""before"":431,""delta"":327},""party:F6"":{""after"":1996,""before"":1209,""delta"":787},""party:F7"":{""after"":184,""before"":110,""delta"":74},""party:F8"":{""after"":26,""before"":15,""delta"":11},""party:F9"":{""after"":221,""before"":140,""delta"":81},""reported_precincts"":{""after"":28,""before"":20,""delta"":8},""valid_votes_erst"":{""after"":21701,""before"":13611,""delta"":8090},""valid_votes_zweit"":{""after"":21808,""before"":13678,""delta"":8130},""voters_total"":{""after"":21883,""before"":13770,""delta"":8113}}",True
ba1fc517c286fae14ef9d1ae8b573aab69dc9d84,2026-09-06T20:11:13.043213+00:00,2026-09-06T22:11:13.043213+02:00,2026-09-06T20:11:14Z,2026-lsa poll 2026-09-06T20:11:13.043213+00:00,e91d1f5dd74691f625b5fb7cfd67fa79e34311d1,2026-09-06T22:06:23.019099+02:00,official_csv,WAHLKREIS,Jessen,U,71,72,72,lsa:WAHLKREIS:025:U,numeric_decrease,"{""eligible_voters"":{""after"":39926,""before"":39125,""delta"":801},""invalid_votes_erst"":{""after"":288,""before"":278,""delta"":10},""invalid_votes_zweit"":{""after"":272,""before"":267,""delta"":5},""party:D1"":{""after"":5065,""before"":4986,""delta"":79},""party:D2"":{""after"":13309,""before"":13000,""delta"":309},""party:D3"":{""after"":1938,""before"":1890,""delta"":48},""party:D4"":{""after"":1209,""before"":1165,""delta"":44},""party:D5"":{""after"":463,""before"":466,""delta"":-3},""party:D6"":{""after"":433,""before"":428,""delta"":5},""party:D7"":{""after"":1237,""before"":1214,""delta"":23},""party:F1"":{""after"":4013,""before"":3941,""delta"":72},""party:F10"":{""after"":90,""before"":89,""delta"":1},""party:F12"":{""after"":107,""before"":104,""delta"":3},""party:F15"":{""after"":1011,""before"":982,""delta"":29},""party:F19"":{""after"":31,""before"":30,""delta"":1},""party:F2"":{""after"":13104,""before"":12802,""delta"":302},""party:F3"":{""after"":1531,""before"":1498,""delta"":33},""party:F4"":{""after"":1436,""before"":1419,""delta"":17},""party:F5"":{""after"":467,""before"":454,""delta"":13},""party:F6"":{""after"":1016,""before"":995,""delta"":21},""party:F7"":{""after"":493,""before"":481,""delta"":12},""party:F9"":{""after"":234,""before"":228,""delta"":6},""reported_precincts"":{""after"":72,""before"":71,""delta"":1},""valid_votes_erst"":{""after"":23654,""before"":23149,""delta"":505},""valid_votes_zweit"":{""after"":23670,""before"":23160,""delta"":510},""voters_total"":{""after"":23942,""before"":23427,""delta"":515}}",True
ba1fc517c286fae14ef9d1ae8b573aab69dc9d84,2026-09-06T20:11:13.043213+00:00,2026-09-06T22:11:13.043213+02:00,2026-09-06T20:11:14Z,2026-lsa poll 2026-09-06T20:11:13.043213+00:00,e91d1f5dd74691f625b5fb7cfd67fa79e34311d1,2026-09-06T22:06:23.019099+02:00,official_csv,WAHLKREIS,Bad Dürrenberg-Saalekreis,B,7,9,10,lsa:WAHLKREIS:034:B,numeric_decrease,"{""invalid_votes_erst"":{""after"":55,""before"":80,""delta"":-25},""invalid_votes_zweit"":{""after"":38,""before"":67,""delta"":-29},""party:D1"":{""after"":2867,""before"":1970,""delta"":897},""party:D15"":{""after"":491,""before"":355,""delta"":136},""party:D2"":{""after"":2293,""before"":1684,""delta"":609},""party:D3"":{""after"":928,""before"":654,""delta"":274},""party:D4"":{""after"":708,""before"":458,""delta"":250},""party:D5"":{""after"":405,""before"":289,""delta"":116},""party:D6"":{""after"":274,""before"":203,""delta"":71},""party:F1"":{""after"":2361,""before"":1660,""delta"":701},""party:F10"":{""after"":35,""before"":26,""delta"":9},""party:F11"":{""after"":31,""before"":25,""delta"":6},""party:F12"":{""after"":44,""before"":28,""delta"":16},""party:F15"":{""after"":460,""before"":328,""delta"":132},""party:F19"":{""after"":13,""before"":8,""delta"":5},""party:F2"":{""after"":2295,""before"":1681,""delta"":614},""party:F20"":{""after"":28,""before"":20,""delta"":8},""party:F3"":{""after"":718,""before"":519,""delta"":199},""party:F4"":{""after"":828,""before"":544,""delta"":284},""party:F5"":{""after"":255,""before"":169,""delta"":86},""party:F6"":{""after"":750,""before"":504,""delta"":246},""party:F7"":{""after"":65,""before"":44,""delta"":21},""party:F8"":{""after"":10,""before"":7,""delta"":3},""party:F9"":{""after"":90,""before"":63,""delta"":27},""reported_precincts"":{""after"":9,""before"":7,""delta"":2},""valid_votes_erst"":{""after"":7966,""before"":5613,""delta"":2353},""valid_votes_zweit"":{""after"":7983,""before"":5626,""delta"":2357},""voters_total"":{""after"":8021,""before"":5693,""delta"":2328}}",True
ba1fc517c286fae14ef9d1ae8b573aab69dc9d84,2026-09-06T20:11:13.043213+00:00,2026-09-06T22:11:13.043213+02:00,2026-09-06T20:11:14Z,2026-lsa poll 2026-09-06T20:11:13.043213+00:00,e91d1f5dd74691f625b5fb7cfd67fa79e34311d1,2026-09-06T22:06:23.019099+02:00,official_csv,WAHLKREIS,Bad Dürrenberg-Saalekreis,TOTAL,58,60,63,lsa:WAHLKREIS:034:TOTAL,numeric_decrease,"{""invalid_votes_erst"":{""after"":299,""before"":324,""delta"":-25},""invalid_votes_zweit"":{""after"":242,""before"":271,""delta"":-29},""party:D1"":{""after"":7649,""before"":6752,""delta"":897},""party:D15"":{""after"":1577,""before"":1441,""delta"":136},""party:D2"":{""after"":15990,""before"":15381,""delta"":609},""party:D3"":{""after"":2694,""before"":2420,""delta"":274},""party:D4"":{""after"":2040,""before"":1790,""delta"":250},""party:D5"":{""after"":1256,""before"":1140,""delta"":116},""party:D6"":{""after"":809,""before"":738,""delta"":71},""party:F1"":{""after"":5917,""before"":5216,""delta"":701},""party:F10"":{""after"":122,""before"":113,""delta"":9},""party:F11"":{""after"":81,""before"":75,""delta"":6},""party:F12"":{""after"":173,""before"":157,""delta"":16},""party:F15"":{""after"":1629,""before"":1497,""delta"":132},""party:F19"":{""after"":45,""before"":40,""delta"":5},""party:F2"":{""after"":15847,""before"":15233,""delta"":614},""party:F20"":{""after"":94,""before"":86,""delta"":8},""party:F3"":{""after"":2058,""before"":1859,""delta"":199},""party:F4"":{""after"":2345,""before"":2061,""delta"":284},""party:F5"":{""after"":850,""before"":764,""delta"":86},""party:F6"":{""after"":2181,""before"":1935,""delta"":246},""party:F7"":{""after"":316,""before"":295,""delta"":21},""party:F8"":{""after"":42,""before"":39,""delta"":3},""party:F9"":{""after"":372,""before"":345,""delta"":27},""reported_precincts"":{""after"":60,""before"":58,""delta"":2},""valid_votes_erst"":{""after"":32015,""before"":29662,""delta"":2353},""valid_votes_zweit"":{""after"":32072,""before"":29715,""delta"":2357},""voters_total"":{""after"":32314,""before"":29986,""delta"":2328}}",True
5b1254083eec780de1c02d5990127efb412a5dcd,2026-09-06T20:33:43.048543+00:00,2026-09-06T22:33:43.048543+02:00,2026-09-06T20:33:44Z,2026-lsa poll 2026-09-06T20:33:43.048543+00:00,1701369eb36f9ae3dc5f2d14771ca827fc6a8841,2026-09-06T22:27:22.888490+02:00,official_csv,GEMEINDE,"Mücheln (Geiseltal), Stadt",B,1,1,1,lsa:GEMEINDE:15088235:B,numeric_decrease|revision_at_fixed_reporting_count|revision_after_complete,"{""party:D5"":{""after"":51,""before"":47,""delta"":4},""party:D6"":{""after"":44,""before"":48,""delta"":-4},""party:F5"":{""after"":39,""before"":35,""delta"":4},""party:F6"":{""after"":74,""before"":78,""delta"":-4}}",True
5b1254083eec780de1c02d5990127efb412a5dcd,2026-09-06T20:33:43.048543+00:00,2026-09-06T22:33:43.048543+02:00,2026-09-06T20:33:44Z,2026-lsa poll 2026-09-06T20:33:43.048543+00:00,1701369eb36f9ae3dc5f2d14771ca827fc6a8841,2026-09-06T22:27:22.888490+02:00,official_csv,GEMEINDE,"Mücheln (Geiseltal), Stadt",TOTAL,12,12,12,lsa:GEMEINDE:15088235:TOTAL,numeric_decrease|revision_at_fixed_reporting_count|revision_after_complete,"{""party:D5"":{""after"":164,""before"":160,""delta"":4},""party:D6"":{""after"":128,""before"":132,""delta"":-4},""party:F5"":{""after"":103,""before"":99,""delta"":4},""party:F6"":{""after"":206,""before"":210,""delta"":-4}}",True
5b1254083eec780de1c02d5990127efb412a5dcd,2026-09-06T20:33:43.048543+00:00,2026-09-06T22:33:43.048543+02:00,2026-09-06T20:33:44Z,2026-lsa poll 2026-09-06T20:33:43.048543+00:00,1701369eb36f9ae3dc5f2d14771ca827fc6a8841,2026-09-06T22:27:22.888490+02:00,official_csv,KREIS,Saalekreis,B,32,32,38,lsa:KREIS:15088:B,numeric_decrease|revision_at_fixed_reporting_count,"{""party:D5"":{""after"":1301,""before"":1297,""delta"":4},""party:D6"":{""after"":810,""before"":814,""delta"":-4},""party:F5"":{""after"":842,""before"":838,""delta"":4},""party:F6"":{""after"":2175,""before"":2179,""delta"":-4}}",True
5b1254083eec780de1c02d5990127efb412a5dcd,2026-09-06T20:33:43.048543+00:00,2026-09-06T22:33:43.048543+02:00,2026-09-06T20:33:44Z,2026-lsa poll 2026-09-06T20:33:43.048543+00:00,1701369eb36f9ae3dc5f2d14771ca827fc6a8841,2026-09-06T22:27:22.888490+02:00,official_csv,KREIS,Saalekreis,TOTAL,198,198,207,lsa:KREIS:15088:TOTAL,numeric_decrease|revision_at_fixed_reporting_count,"{""party:D5"":{""after"":4151,""before"":4147,""delta"":4},""party:D6"":{""after"":2406,""before"":2410,""delta"":-4},""party:F5"":{""after"":2654,""before"":2650,""delta"":4},""party:F6"":{""after"":6413,""before"":6417,""delta"":-4}}",True
5b1254083eec780de1c02d5990127efb412a5dcd,2026-09-06T20:33:43.048543+00:00,2026-09-06T22:33:43.048543+02:00,2026-09-06T20:33:44Z,2026-lsa poll 2026-09-06T20:33:43.048543+00:00,1701369eb36f9ae3dc5f2d14771ca827fc6a8841,2026-09-06T22:27:22.888490+02:00,official_csv,WAHLKREIS,Querfurt,B,19,19,20,lsa:WAHLKREIS:032:B,numeric_decrease|revision_at_fixed_reporting_count,"{""party:D5"":{""after"":395,""before"":391,""delta"":4},""party:D6"":{""after"":243,""before"":247,""delta"":-4},""party:F5"":{""after"":263,""before"":259,""delta"":4},""party:F6"":{""after"":483,""before"":487,""delta"":-4}}",True
5b1254083eec780de1c02d5990127efb412a5dcd,2026-09-06T20:33:43.048543+00:00,2026-09-06T22:33:43.048543+02:00,2026-09-06T20:33:44Z,2026-lsa poll 2026-09-06T20:33:43.048543+00:00,1701369eb36f9ae3dc5f2d14771ca827fc6a8841,2026-09-06T22:27:22.888490+02:00,official_csv,WAHLKREIS,Querfurt,TOTAL,89,89,90,lsa:WAHLKREIS:032:TOTAL,numeric_decrease|revision_at_fixed_reporting_count,"{""party:D5"":{""after"":1284,""before"":1280,""delta"":4},""party:D6"":{""after"":712,""before"":716,""delta"":-4},""party:F5"":{""after"":826,""before"":822,""delta"":4},""party:F6"":{""after"":1369,""before"":1373,""delta"":-4}}",True
4c2543e68df2f3d92b3380232f466993b6c58edd,2026-09-06T20:50:14.343235+00:00,2026-09-06T22:50:14.343235+02:00,2026-09-06T20:50:15Z,2026-lsa poll 2026-09-06T20:50:14.343235+00:00,56a56a3f176057537914f8050630b42b588b245d,2026-09-06T22:44:40.986867+02:00,official_csv,GEMEINDE,"Quedlinburg, Welterbestadt",B,5,5,5,lsa:GEMEINDE:15085235:B,numeric_decrease|revision_at_fixed_reporting_count|revision_after_complete,"{""party:F2"":{""after"":1149,""before"":1150,""delta"":-1},""party:F3"":{""after"":546,""before"":545,""delta"":1}}",True
4c2543e68df2f3d92b3380232f466993b6c58edd,2026-09-06T20:50:14.343235+00:00,2026-09-06T22:50:14.343235+02:00,2026-09-06T20:50:15Z,2026-lsa poll 2026-09-06T20:50:14.343235+00:00,56a56a3f176057537914f8050630b42b588b245d,2026-09-06T22:44:40.986867+02:00,official_csv,GEMEINDE,"Quedlinburg, Welterbestadt",TOTAL,18,18,18,lsa:GEMEINDE:15085235:TOTAL,numeric_decrease|revision_at_fixed_reporting_count|revision_after_complete,"{""party:F2"":{""after"":6068,""before"":6069,""delta"":-1},""party:F3"":{""after"":1224,""before"":1223,""delta"":1}}",True
4c2543e68df2f3d92b3380232f466993b6c58edd,2026-09-06T20:50:14.343235+00:00,2026-09-06T22:50:14.343235+02:00,2026-09-06T20:50:15Z,2026-lsa poll 2026-09-06T20:50:14.343235+00:00,56a56a3f176057537914f8050630b42b588b245d,2026-09-06T22:44:40.986867+02:00,official_csv,GEMEINDE,Südharz,TOTAL,18,18,18,lsa:GEMEINDE:15087412:TOTAL,numeric_decrease|revision_at_fixed_reporting_count|revision_after_complete,"{""invalid_votes_zweit"":{""after"":54,""before"":52,""delta"":2},""party:F1"":{""after"":1073,""before"":1074,""delta"":-1},""party:F5"":{""after"":133,""before"":134,""delta"":-1},""valid_votes_zweit"":{""after"":5657,""before"":5659,""delta"":-2}}",True
