AGS,Gemeindename,Wahlberechtigte,Wahlberechtigte_ohne_Wahlschein,Wahlberechtigte_mit_Wahlschein,Wahlberechtigte_nach_§25_Abs.2_BWO,Wähler(innen),Wähler(innen)_mit_Wahlschein,Ungültige_Erststimmen,Gültige_Erststimmen,CDU_Erststimmen,SPD_Erststimmen,GRÜNE_Erststimmen,FDP_Erststimmen,AfD_Erststimmen,Die_Linke_Erststimmen,dieBasis_Erststimmen,FREIE_WÄHLER_Erststimmen,Tierschutzpartei_Erststimmen,Die_PARTEI_Erststimmen,Volt_Erststimmen,ÖDP_Erststimmen,Bündnis_C_Erststimmen,MLPD_Erststimmen,BÜNDNIS_DEUTSCHLAND_Erststimmen,BSW_Erststimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Erststimmen,Initiative_Gegenwind_Erststimmen,Parteilos_Erststimmen,Volkmar_Raidt_Erststimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Erststimmen,Ungültige_Zweitstimmen,Gültige_Zweitstimmen,CDU_Zweitstimmen,SPD_Zweitstimmen,GRÜNE_Zweitstimmen,FDP_Zweitstimmen,AfD_Zweitstimmen,Die_Linke_Zweitstimmen,dieBasis_Zweitstimmen,FREIE_WÄHLER_Zweitstimmen,Tierschutzpartei_Zweitstimmen,Die_PARTEI_Zweitstimmen,Volt_Zweitstimmen,ÖDP_Zweitstimmen,Bündnis_C_Zweitstimmen,MLPD_Zweitstimmen,BÜNDNIS_DEUTSCHLAND_Zweitstimmen,BSW_Zweitstimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Zweitstimmen,Initiative_Gegenwind_Zweitstimmen,Parteilos_Zweitstimmen,Volkmar_Raidt_Zweitstimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Zweitstimmen
08127063,Obersontheim,3944,,,,3333,,65,3268,1182,418,295,170,867,153,38,94,,32,19,,,,,,,,,,,58,3275,1012,419,276,208,883,161,14,61,22,21,15,14,6,0,7,156,,,,,
08127071,Rot_am_See,4108,,,,3433,,24,3409,1318,593,287,149,738,148,49,84,,21,22,,,,,,,,,,,14,3419,1223,382,307,195,799,175,34,61,32,17,23,10,17,1,6,137,,,,,
08127073,Satteldorf,4223,,,,3527,,18,3509,1306,487,344,161,877,143,66,77,,24,24,,,,,,,,,,,14,3513,1118,458,331,205,897,155,46,52,30,16,25,3,6,1,7,163,,,,,
08127075,Schrozberg-_Stadt,4060,,,,3375,,27,3348,1306,492,212,123,903,127,39,107,,18,21,,,,,,,,,,,24,3351,1125,380,210,215,945,146,16,85,26,6,20,13,9,0,11,144,,,,,
08127076,Schwäbisch_Hall-_Stadt,28772,,,,23562,,154,23408,7515,3882,4049,783,4402,1669,234,367,,284,223,,,,,,,,,,,117,23445,6556,3491,3849,1197,4602,1747,130,246,135,138,151,59,82,19,13,1030,,,,,
08127079,Sulzbach-Laufen,1950,,,,1649,,9,1640,582,266,105,118,416,77,21,36,,7,12,,,,,,,,,,,8,1641,496,247,111,145,445,71,14,24,7,5,6,3,2,1,2,62,,,,,
08127086,Untermünkheim,2337,,,,2068,,21,2047,870,297,259,99,326,91,31,45,,18,11,,,,,,,,,,,27,2041,714,281,249,134,371,105,16,29,19,8,9,5,27,1,1,72,,,,,
08127089,Vellberg-_Stadt,3507,,,,2949,,21,2928,1111,460,333,141,593,149,27,67,,27,20,,,,,,,,,,,18,2931,965,409,322,192,635,166,9,44,22,14,16,4,12,1,2,118,,,,,
08127091,Wallhausen,2801,,,,2341,,16,2325,833,336,175,85,633,123,35,61,,23,21,,,,,,,,,,,10,2331,732,273,175,109,649,145,31,43,22,14,6,5,7,0,3,117,,,,,
08127099,Wolpertshausen,1685,,,,1450,,11,1439,495,169,193,61,340,77,12,66,,16,10,,,,,,,,,,,5,1445,426,143,176,83,357,99,5,35,10,8,12,4,3,0,1,83,,,,,
08127100,Rosengarten,3887,,,,3359,,27,3332,1277,544,410,141,622,151,48,64,,52,23,,,,,,,,,,,18,3341,1100,510,396,200,658,178,20,40,32,30,13,11,14,0,3,136,,,,,
08127101,Kreßberg,3016,,,,2555,,14,2541,1002,298,265,94,605,124,51,63,,17,22,,,,,,,,,,,12,2543,877,283,244,131,628,134,27,40,19,8,13,9,2,0,6,122,,,,,
08127102,Fichtenau,3385,,,,2824,,21,2803,1096,354,138,118,889,98,23,57,,14,16,,,,,,,,,,,20,2804,896,322,136,175,928,107,15,44,26,13,11,7,4,2,8,110,,,,,
08127103,Frankenhardt,3812,,,,3243,,22,3221,1205,462,299,112,822,116,48,111,,16,30,,,,,,,,,,,13,3230,1065,433,272,143,871,134,32,83,30,8,18,7,16,1,2,115,,,,,
08127104,Stimpfach,2226,,,,1900,,12,1888,832,240,139,58,465,67,30,36,,16,5,,,,,,,,,,,9,1891,730,206,141,106,488,76,16,30,12,8,6,6,5,0,2,59,,,,,
08128006,Assamstadt,1697,,,,1540,,13,1527,833,127,86,37,336,51,14,43,,,,,,,,,,,,,,12,1528,690,117,103,82,355,53,8,23,9,17,6,7,1,1,1,55,,,,,
08128007,Bad_Mergentheim-_Stadt,16803,,,,13706,,117,13589,5750,1801,1254,530,3031,718,165,340,,,,,,,,,,,,,,93,13613,4856,1726,1339,721,3091,712,73,199,96,61,70,36,16,0,9,608,,,,,
08128014,Boxberg-_Stadt,5230,,,,4418,,51,4367,1712,711,287,131,1068,223,62,173,,,,,,,,,,,,,,28,4390,1407,680,351,218,1093,227,26,110,40,20,16,12,11,2,3,174,,,,,
08128020,Creglingen-_Stadt,3497,,,,3062,,25,3037,1341,398,238,140,631,119,45,125,,,,,,,,,,,,,,12,3050,1111,407,236,184,678,135,14,96,21,16,14,15,1,1,4,117,,,,,
08128039,Freudenberg-_Stadt,2733,,,,2373,,21,2352,1141,295,179,68,399,103,98,69,,,,,,,,,,,,,,17,2356,989,307,208,100,416,122,27,49,23,4,6,8,2,0,0,95,,,,,
08128045,Großrinderfeld,3242,,,,2835,,22,2813,1468,292,195,73,542,143,15,85,,,,,,,,,,,,,,15,2820,1265,327,213,127,563,135,4,50,13,12,11,3,1,2,1,93,,,,,
08128047,Grünsfeld-_Stadt,2848,,,,2462,,13,2449,1230,296,209,68,450,106,27,63,,,,,,,,,,,,,,5,2457,1015,321,235,114,480,104,7,33,26,12,13,6,1,0,5,85,,,,,
08128058,Igersheim,4291,,,,3622,,28,3594,1635,447,340,117,710,177,49,119,,,,,,,,,,,,,,18,3604,1415,416,381,160,740,194,21,77,34,14,16,3,5,1,3,124,,,,,
08128061,Königheim,2406,,,,2120,,10,2110,1211,240,153,49,288,81,19,69,,,,,,,,,,,,,,7,2113,1030,245,206,88,299,93,8,40,25,5,5,5,0,0,4,60,,,,,
08128064,Külsheim-_Stadt,4112,,,,3542,,36,3506,1752,376,263,99,660,141,35,180,,,,,,,,,,,,,,22,3520,1506,398,262,162,673,164,17,125,32,18,14,5,2,1,9,132,,,,,
08128082,Niederstetten-_Stadt,3837,,,,3267,,21,3246,1420,361,246,122,797,138,39,123,,,,,,,,,,,,,,15,3252,1158,384,253,189,826,154,22,85,34,12,18,11,3,1,3,99,,,,,
08128115,Tauberbischofsheim-_Stadt,9806,,,,8126,,70,8056,4003,1013,691,289,1374,368,95,223,,,,,,,,,,,,,,51,8075,3293,997,830,458,1447,416,31,115,69,42,35,22,4,2,11,303,,,,,
08128126,Weikersheim-_Stadt,6124,,,,5250,,31,5219,2307,777,470,180,1035,237,69,144,,,,,,,,,,,,,,19,5231,1944,688,522,256,1074,281,23,88,40,19,41,25,8,1,3,218,,,,,
08128128,Werbach,2554,,,,2260,,11,2249,1061,288,179,68,450,111,25,67,,,,,,,,,,,,,,10,2250,878,305,185,114,469,102,9,49,21,11,10,11,4,0,2,80,,,,,
08128131,Wertheim-_Stadt,16607,,,,13547,,132,13415,5074,2170,1114,330,3362,698,211,456,,,,,,,,,,,,,,88,13459,4313,2009,1183,518,3368,711,77,270,121,48,60,38,17,2,13,711,,,,,
08128137,Wittighausen,1359,,,,1167,,9,1158,592,99,96,33,225,53,14,46,,,,,,,,,,,,,,11,1156,492,108,109,49,240,45,7,37,11,7,7,5,0,0,1,38,,,,,
08128138,Ahorn,1810,,,,1602,,11,1591,694,215,105,35,380,78,25,59,,,,,,,,,,,,,,11,1591,572,215,108,75,403,74,11,36,11,4,8,2,3,1,2,66,,,,,
08128139,Lauda-Königshofen-_Stadt,10560,,,,8766,,73,8693,4003,1263,654,268,1693,470,77,265,,,,,,,,,,,,,,51,8715,3337,1210,781,413,1752,493,29,163,79,30,37,47,8,4,11,321,,,,,
08135010,Dischingen,3304,,,,2857,,24,2833,1242,252,157,85,883,87,,86,,,21,,,,20,,,,,,,15,2842,1091,262,170,115,883,90,13,63,16,6,15,8,2,0,5,103,,,,,
08135015,Gerstetten,8595,,,,7384,,96,7288,2987,1037,610,293,1778,314,,181,,,47,,,,41,,,,,,,53,7331,2435,1051,704,390,1734,357,15,129,74,27,26,30,24,1,12,322,,,,,
08135016,Giengen_an_der_Brenz-_Stadt,12894,,,,10108,,119,9989,3325,1636,681,297,3018,649,,247,,,62,,,,74,,,,,,,85,10023,2776,1492,761,384,2964,681,34,152,98,34,30,26,10,4,13,564,,,,,
08135019,Heidenheim_an_der_Brenz-_Stadt,30665,,,,23754,,227,23527,7986,4229,2186,842,5656,1637,,493,,,230,,,,268,,,,,,,138,23616,6494,3934,2531,1190,5548,1713,89,237,179,114,107,45,29,19,75,1312,,,,,
08135020,Herbrechtingen-_Stadt,9369,,,,7785,,53,7732,2796,1273,606,239,2011,438,,231,,,52,,,,86,,,,,,,29,7756,2276,1247,691,370,1978,437,44,123,81,24,27,19,7,2,24,406,,,,,
08135021,Hermaringen,1764,,,,1509,,16,1493,553,248,161,43,334,81,,49,,,13,,,,11,,,,,,,8,1501,456,246,172,59,329,94,6,27,12,4,4,6,6,1,1,78,,,,,
08135025,Königsbronn,5257,,,,4409,,34,4375,1711,723,395,130,999,237,,93,,,53,,,,34,,,,,,,20,4389,1349,748,439,198,1017,228,15,55,44,28,27,4,6,1,9,221,,,,,
08135026,Nattheim,4990,,,,4216,,34,4182,1709,621,275,161,1056,188,,102,,,33,,,,37,,,,,,,26,4190,1421,634,309,221,1037,188,13,76,35,18,16,10,2,1,13,196,,,,,
08135027,Niederstotzingen-_Stadt,3606,,,,3027,,31,2996,1248,324,186,114,838,149,,82,,,28,,,,27,,,,,,,17,3010,1065,324,196,161,829,163,6,56,27,14,14,7,2,2,13,131,,,,,
08135031,Sontheim_an_der_Brenz,4211,,,,3641,,22,3619,1543,499,222,129,899,126,,145,,,30,,,,26,,,,,,,18,3623,1254,458,268,194,921,161,14,105,22,16,20,15,9,2,5,159,,,,,
08135032,Steinheim_am_Albuch,6510,,,,5509,,41,5468,2291,771,466,158,1265,234,,180,,,40,,,,63,,,,,,,20,5489,1873,792,515,263,1249,250,21,107,53,29,28,14,18,1,22,254,,,,,
08136002,Abtsgmünd,5919,,,,5064,,39,5025,2003,803,442,179,1101,196,,226,,63,,,,12,,,,,,,,29,5035,1825,707,420,261,1110,212,15,139,55,36,28,11,6,0,4,206,,,,,
08136003,Adelmannsfelden,1419,,,,1268,,10,1258,570,130,85,42,329,40,,42,,,13,,,,7,,,,,,,4,1264,485,157,99,60,311,31,9,27,10,10,4,1,1,0,0,59,,,,,
08136007,Bartholomä,1653,,,,1451,,12,1439,578,218,128,55,355,67,,19,,17,,,,2,,,,,,,,14,1437,523,202,116,68,348,69,3,15,15,10,8,1,0,1,3,55,,,,,
08136009,Böbingen_an_der_Rems,3514,,,,3089,,24,3065,1151,494,326,105,707,163,,66,,48,,,,5,,,,,,,,18,3071,1026,427,345,159,698,157,13,47,33,25,14,6,7,2,5,107,,,,,
08136010,Bopfingen-_Stadt,8382,,,,6677,,101,6576,2530,813,255,222,2208,288,,187,,,43,,,,30,,,,,,,64,6613,2145,785,314,305,2210,316,23,118,50,5,19,12,11,3,11,286,,,,,
08136015,Durlangen,2145,,,,1837,,18,1819,717,246,116,69,516,75,,42,,37,,,,1,,,,,,,,11,1826,640,216,117,108,516,74,10,19,18,11,4,3,4,0,1,85,,,,,
08136018,Ellenberg,1371,,,,1212,,19,1193,635,89,74,35,259,45,,42,,,8,,,,6,,,,,,,4,1208,575,97,84,48,269,44,3,27,10,5,5,2,0,0,0,39,,,,,
08136019,Ellwangen_(Jagst)-_Stadt,17872,,,,14872,,163,14709,7043,1553,1242,574,2913,650,,528,,,160,,,,46,,,,,,,93,14779,6128,1682,1391,714,2959,742,52,322,93,51,89,16,7,2,11,520,,,,,
08136020,Eschach,1498,,,,1314,,12,1302,464,177,126,47,349,63,,50,,24,,,,2,,,,,,,,9,1305,413,165,119,71,348,52,8,30,18,9,5,4,0,0,4,59,,,,,
08136021,Essingen,5024,,,,4390,,40,4350,1952,597,384,192,864,174,,129,,,44,,,,14,,,,,,,22,4368,1653,626,440,241,878,204,10,61,34,21,19,8,9,1,4,159,,,,,
08136024,Göggingen,1968,,,,1688,,10,1678,620,244,105,67,513,72,,40,,15,,,,2,,,,,,,,6,1682,575,194,110,87,516,61,6,19,11,4,5,2,1,0,3,88,,,,,
08136027,Gschwend,3782,,,,3192,,19,3173,1228,431,282,126,839,132,,81,,50,,,,4,,,,,,,,9,3183,1094,401,262,166,839,140,8,53,23,19,9,8,16,0,7,138,,,,,
08136028,Heubach-_Stadt,7035,,,,5725,,61,5664,2056,1001,556,208,1338,314,,109,,73,,,,9,,,,,,,,31,5694,1861,833,598,272,1339,330,22,68,42,33,30,7,15,1,5,238,,,,,
08136029,Heuchlingen,1468,,,,1278,,13,1265,601,164,94,41,258,52,,32,,23,,,,0,,,,,,,,10,1268,566,145,95,55,264,60,3,23,6,7,6,2,4,0,1,31,,,,,
08136033,Hüttlingen,4749,,,,4078,,39,4039,1926,548,333,162,678,170,,155,,,52,,,,15,,,,,,,25,4053,1666,593,388,200,697,190,10,65,32,16,23,8,3,2,4,156,,,,,
08136034,Iggingen,2036,,,,1818,,19,1799,806,256,129,71,415,68,,34,,18,,,,2,,,,,,,,10,1808,743,235,151,87,401,64,0,24,4,3,13,2,3,2,1,75,,,,,
08136035,Jagstzell,1815,,,,1641,,12,1629,796,164,113,47,350,59,,75,,,10,,,,15,,,,,,,9,1632,684,183,137,89,347,56,7,38,8,7,6,0,4,0,5,61,,,,,
08136037,Kirchheim_am_Ries,1377,,,,1181,,11,1170,594,82,59,45,300,34,,39,,,11,,,,6,,,,,,,5,1176,515,89,68,42,333,44,8,19,11,3,6,2,0,1,1,34,,,,,
08136038,Lauchheim-_Stadt,3726,,,,3239,,52,3187,1465,309,259,125,773,108,,79,,,51,,,,18,,,,,,,43,3196,1224,348,316,166,784,120,11,56,30,11,16,3,3,0,5,103,,,,,
08136040,Leinzell,1490,,,,1264,,11,1253,385,261,72,42,375,64,,36,,18,,,,0,,,,,,,,1,1263,348,226,85,58,368,72,8,21,8,6,5,2,0,0,1,55,,,,,
08136042,Lorch-_Stadt,7800,,,,6669,,46,6623,2685,1160,610,259,1381,284,,153,,84,,,,7,,,,,,,,30,6639,2458,981,599,353,1412,317,29,79,59,27,34,15,19,2,9,246,,,,,
08136043,Mögglingen,3251,,,,2786,,20,2766,1178,419,273,86,562,148,,62,,34,,,,4,,,,,,,,22,2764,1026,356,281,147,571,148,11,30,24,11,13,10,8,1,5,122,,,,,
08136044,Mutlangen,4940,,,,4264,,37,4227,1665,755,423,180,860,210,,66,,66,,,,2,,,,,,,,17,4247,1496,623,433,240,870,244,17,35,33,32,14,5,5,0,6,194,,,,,
08136045,Neresheim-_Stadt,5920,,,,5107,,48,5059,2502,483,373,173,1141,166,,142,,,43,,,,36,,,,,,,28,5079,2127,582,349,252,1168,194,22,98,37,11,30,12,3,2,11,181,,,,,
08136046,Neuler,2584,,,,2318,,27,2291,1328,206,142,91,336,67,,92,,,20,,,,9,,,,,,,14,2304,1175,236,166,130,342,73,7,50,11,6,10,3,1,0,4,90,,,,,
08136049,Obergröningen,364,,,,307,,4,303,98,35,22,15,88,21,,20,,4,,,,0,,,,,,,,4,303,83,35,28,22,89,18,2,8,2,1,1,0,0,0,2,12,,,,,
08136050,Oberkochen-_Stadt,5376,,,,4393,,40,4353,1600,753,413,137,1016,245,,116,,,52,,,,21,,,,,,,21,4372,1336,734,467,190,1008,265,15,65,28,21,35,6,5,1,6,190,,,,,
08136060,Rosenberg,2038,,,,1770,,13,1757,896,141,140,61,396,42,,63,,,11,,,,7,,,,,,,7,1763,754,177,158,102,406,37,10,40,11,3,7,2,3,0,2,51,,,,,
08136061,Ruppertshofen,1537,,,,1327,,8,1319,447,129,79,67,483,69,,24,,20,,,,1,,,,,,,,3,1324,394,119,87,73,470,67,2,14,12,9,5,2,2,1,0,67,,,,,
08136062,Schechingen,1753,,,,1548,,19,1529,616,228,99,53,408,62,,38,,24,,,,1,,,,,,,,10,1538,580,174,111,57,397,80,8,18,20,8,3,1,3,0,1,77,,,,,
08136065,Schwäbisch_Gmünd-_Stadt,41735,,,,33704,,290,33414,11859,6092,4175,1149,6951,2045,,523,,523,,,,97,,,,,,,,179,33525,10676,4869,4096,1652,6938,2559,99,261,264,215,201,44,74,30,30,1517,,,,,
08136066,Spraitbach,2537,,,,2222,,21,2201,817,301,170,77,673,98,,38,,26,,,,1,,,,,,,,7,2215,741,267,164,103,665,107,5,22,12,10,10,3,4,0,2,100,,,,,
08136068,Stödtlen,1467,,,,1261,,4,1257,683,132,66,42,247,38,,31,,,8,,,,10,,,,,,,8,1253,587,131,81,62,259,48,4,23,10,2,3,1,0,0,4,38,,,,,
08136070,Täferrot,763,,,,647,,3,644,194,75,58,30,213,42,,18,,14,,,,0,,,,,,,,1,646,171,61,61,37,208,29,5,18,6,4,2,2,1,0,1,40,,,,,
08136071,Tannhausen,1434,,,,1225,,11,1214,710,81,53,36,267,25,,27,,,7,,,,8,,,,,,,3,1222,623,72,65,63,298,35,3,22,4,4,1,1,0,0,5,26,,,,,
08136075,Unterschneidheim,3813,,,,3392,,35,3357,1851,204,125,118,835,86,,106,,,23,,,,9,,,,,,,28,3364,1614,255,145,167,869,102,6,68,19,9,8,7,6,0,5,84,,,,,
08136079,Waldstetten,5630,,,,4940,,54,4886,2213,696,582,183,823,205,,97,,77,,,,10,,,,,,,,31,4909,2069,627,537,248,832,220,16,70,39,25,29,4,9,1,7,176,,,,,
08136082,Westhausen,4727,,,,4153,,32,4121,1858,469,262,150,977,165,,131,,,89,,,,20,,,,,,,17,4136,1605,509,328,178,966,183,14,88,29,22,31,4,6,4,6,163,,,,,
08136084,Wört,1144,,,,990,,14,976,452,90,38,27,287,19,,41,,,11,,,,11,,,,,,,4,986,400,100,54,41,298,21,2,14,6,6,3,1,0,0,2,38,,,,,
08136087,Riesbürg,1741,,,,1471,,19,1452,694,130,75,49,383,54,,46,,,14,,,,7,,,,,,,5,1466,595,170,75,71,396,51,7,27,11,1,8,2,1,0,4,47,,,,,
08136088,Aalen-_Stadt,47793,,,,39392,,329,39063,15382,6319,4312,1524,7531,2275,,942,,,572,,,,206,,,,,,,166,39226,12852,6339,4804,1978,7544,2475,87,531,256,161,273,56,37,18,54,1761,,,,,
08136089,Rainau,2891,,,,2333,,22,2311,1149,231,124,82,509,97,,82,,,27,,,,10,,,,,,,10,2323,1036,235,142,101,534,103,1,41,21,12,8,3,4,0,3,79,,,,,
08211000,Baden-Baden-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08212000,Karlsruhe-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215007,Bretten-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215009,Bruchsal-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215017,Ettlingen-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215021,Forst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215025,Gondelsheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215029,Hambrücken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215039,Kronau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215040,Kürnbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215046,Malsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215047,Marxzell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215059,Oberderdingen-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215064,Östringen-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215066,Philippsburg-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215082,Sulzfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215084,Ubstadt-Weiher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215089,Walzbachtal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215090,Weingarten_(Baden),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215094,Zaisenhausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215096,Karlsbad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215097,Kraichtal-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215099,Graben-Neudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215100,Bad_Schönborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215101,Pfinztal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215102,Eggenstein-Leopoldshafen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215103,Karlsdorf-Neuthard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215105,Linkenheim-Hochstetten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215106,Waghäusel-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215107,Oberhausen-Rheinhausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215108,Rheinstetten-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215109,Stutensee-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215110,Waldbronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08215111,Dettenheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08216002,Gemeinde_Au_am_Rhein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08216005,Gemeinde_Bietigheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08216006,Gemeinde_Bischweier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08216007,Stadt_Bühl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08216008,Gemeinde_Bühlertal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08216009,Gemeinde_Durmersheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08216012,Gemeinde_Elchesheim-Illingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08216013,Gemeinde_Forbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08216015,Stadt_Gaggenau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08216017,Stadt_Gernsbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08216022,Gemeinde_Hügelsheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08216023,Gemeinde_Iffezheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08216024,Stadt_Kuppenheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08216028,Stadt_Lichtenau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08216029,Gemeinde_Loffenau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08216033,Gemeinde_Muggensturm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08216039,Gemeinde_Ötigheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08216041,Gemeinde_Ottersweier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08216043,Stadt_Rastatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08216049,Gemeinde_Sinzheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08216052,Gemeinde_Steinmauern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08216059,Gemeinde_Weisenbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08216063,Gemeinde_Rheinmünster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08221000,Heidelberg-_Stadt,100749,,,,86131,,470,85661,20235,12434,31150,2974,7550,7519,,557,,1083,2069,,,90,,,,,,,,299,85832,18112,13795,24144,4817,7651,11627,123,283,465,406,1291,91,79,31,77,2840,,,,,
08222000,Mannheim-_Universitätsstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08225001,Adelsheim-_Stadt,3486,,,,2748,,25,2723,1046,372,193,101,792,116,29,74,,,,,,,,,,,,,,20,2728,882,338,184,152,804,140,6,37,24,8,11,7,4,2,5,124,,,,,
